delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,key_resp.keys,key_resp.rt,sound_1.started,sound_1.stopped,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
0.7,1000,exp,2,2,26,5,189.68570379982702,190.68469449994154,190.68469449994154,190.68469449994154,space,0.9269998001400381,192.3330767899519,,192.63298080000095,192.63298080000095,192.63298080000095,600,27,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.7,1000,exp,2,3,27,8,196.3457400999032,197.34481739997864,197.34481739997864,197.34481739997864,space,0.5970316000748426,198.66054398983252,,198.96043389989063,198.96043389989063,198.96043389989063,250,28,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.4,1000,exp,2,4,28,7,200.958137499867,201.95761809987016,201.95761809987016,201.95761809987016,space,0.8822278999723494,203.27242628994864,,203.57223149994388,203.57223149994388,203.57223149994388,300,29,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.1,1000,exp,2,5,29,3,206.63578579993919,207.63502909988165,207.63502909988165,207.63502909988165,space,0.8817775000352412,208.63461518983823,,208.9337983999867,208.9337983999867,208.9337983999867,120,30,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.7,400,unexp,2,6,30,2,215.41046269983053,216.40968569996767,216.40968569996767,216.40968569996767,space,0.9491749000735581,218.0744996899506,218.37462279992178,218.37462279992178,218.37462279992178,218.37462279992178,300,31,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.1,1000,exp,2,7,31,9,221.4878671998158,222.48690609983169,222.48690609983169,222.48690609983169,space,0.9194466001354158,223.53590098998976,,223.83615729981102,223.83615729981102,223.83615729981102,250,32,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.1,400,unexp,2,8,32,0,226.76604529982433,227.76527649979107,227.76527649979107,227.76527649979107,space,0.5765622002072632,228.46433238985483,228.7642632999923,228.7642632999923,228.7642632999923,228.7642632999923,200,33,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.1,1000,exp,2,9,33,6,233.19341899990104,234.19224509992637,234.19224509992637,234.20886829984374,space,0.7873768000863492,235.1083940898301,235.4079466999974,235.4079466999974,235.4079466999974,235.4079466999974,250,34,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.4,1000,exp,2,10,34,4,237.53873579995707,238.53788389987312,238.53788389987312,238.53788389987312,space,0.5290898003149778,239.48688648988028,,239.7869023999665,239.7869023999665,239.7869023999665,250,35,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.4,400,unexp,2,11,35,1,241.8013151998166,242.80042939982377,242.80042939982377,242.80042939982377,space,0.378503100015223,243.59949508982245,243.89984989981167,243.89984989981167,243.89984989981167,243.89984989981167,300,36,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.4,400,unexp,3,0,36,1,246.3303864998743,247.32939929980785,247.32939929980785,247.34587859991007,space,1.8404532000422478,249.59375378999394,249.89364049979486,249.89364049979486,249.89364049979486,249.89364049979486,400,37,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.1,1000,exp,3,1,37,9,251.55849369987845,252.55779489991255,252.55779489991255,252.57416630000807,space,0.458703099982813,253.14023548990954,,253.44027159991674,253.44027159991674,253.44027159991674,250,38,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.1,400,unexp,3,2,38,0,257.91885599982925,258.91808599978685,258.91808599978685,258.91808599978685,space,0.4664198001846671,259.50073948989154,,259.80057509988546,259.80057509988546,259.80057509988546,250,39,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912, 2.2978511000983417]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854, 2.2978555001318455]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.4,1000,exp,3,3,39,10,262.09830449987203,263.0971961999312,263.0971961999312,263.1136969998479,space,2.204905000049621,265.72803848979527,266.0282256999053,266.0282256999053,266.0282256999053,266.0282256999053,400,40,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912, 2.2978511000983417, 2.0977171000558883]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854, 2.2978555001318455, 2.0977221000939608]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
