delay,freq,condition,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,polygon.started,polygon_2.started,key_resp.started,polygon.stopped,key_resp.keys,key_resp.rt,sound_1.started,sound_1.stopped,text.started,textbox.started,button.started,textbox.text,button.numClicks,button.timesOn,button.timesOff,participant,session,date,expName,psychopyVersion,frameRate,
0.4,1000,exp,4,2,50,7,325.2863266998902,326.285359099973,326.285359099973,326.285359099973,space,0.7284990001935512,327.4344758898718,,327.73432229994796,327.73432229994796,327.73432229994796,250,51,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912, 2.2978511000983417, 2.0977171000558883, 3.0635740000288934, 1.698120400076732, 3.0648470998276025, 1.7811362999491394, 4.011464399984106, 5.6942970000673085, 3.012970400042832, 5.045170099940151, 3.213024399941787, 1.7143823998048902, 2.396867100149393]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854, 2.2978555001318455, 2.0977221000939608, 3.063579000066966, 1.6981250999961048, 3.0648534998763353, 1.781141199870035, 4.011469200020656, 5.694302000105381, 3.012976599857211, 5.045174999861047, 3.2130295999813825, 1.7143869998399168, 2.396871800068766]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.1,400,unexp,4,3,51,0,330.1314763999544,331.1305364998989,331.1305364998989,331.1305364998989,space,0.5512296000961214,331.81332248982505,,332.11311499984004,332.11311499984004,332.11311499984004,100,52,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912, 2.2978511000983417, 2.0977171000558883, 3.0635740000288934, 1.698120400076732, 3.0648470998276025, 1.7811362999491394, 4.011464399984106, 5.6942970000673085, 3.012970400042832, 5.045170099940151, 3.213024399941787, 1.7143823998048902, 2.396867100149393, 1.7981697001960129]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854, 2.2978555001318455, 2.0977221000939608, 3.063579000066966, 1.6981250999961048, 3.0648534998763353, 1.781141199870035, 4.011469200020656, 5.694302000105381, 3.012976599857211, 5.045174999861047, 3.2130295999813825, 1.7143869998399168, 2.396871800068766, 1.7981743002310395]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.7,1000,exp,4,4,52,11,333.91128329979256,334.9104154999368,334.9104154999368,334.9104154999368,space,0.6869739000685513,336.32567408981265,336.6255950999912,336.6255950999912,336.6255950999912,336.6255950999912,400,53,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912, 2.2978511000983417, 2.0977171000558883, 3.0635740000288934, 1.698120400076732, 3.0648470998276025, 1.7811362999491394, 4.011464399984106, 5.6942970000673085, 3.012970400042832, 5.045170099940151, 3.213024399941787, 1.7143823998048902, 2.396867100149393, 1.7981697001960129, 2.596818400081247]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854, 2.2978555001318455, 2.0977221000939608, 3.063579000066966, 1.6981250999961048, 3.0648534998763353, 1.781141199870035, 4.011469200020656, 5.694302000105381, 3.012976599857211, 5.045174999861047, 3.2130295999813825, 1.7143869998399168, 2.396871800068766, 1.7981743002310395, 2.59682310000062]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.7,400,unexp,4,5,53,2,339.2229710998945,340.221836599987,340.221836599987,340.2384770999197,space,0.5443565000314265,341.4870633899467,,341.7868978998158,341.7868978998158,341.7868978998158,500,54,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912, 2.2978511000983417, 2.0977171000558883, 3.0635740000288934, 1.698120400076732, 3.0648470998276025, 1.7811362999491394, 4.011464399984106, 5.6942970000673085, 3.012970400042832, 5.045170099940151, 3.213024399941787, 1.7143823998048902, 2.396867100149393, 1.7981697001960129, 2.596818400081247, 1.9657572000287473]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854, 2.2978555001318455, 2.0977221000939608, 3.063579000066966, 1.6981250999961048, 3.0648534998763353, 1.781141199870035, 4.011469200020656, 5.694302000105381, 3.012976599857211, 5.045174999861047, 3.2130295999813825, 1.7143869998399168, 2.396871800068766, 1.7981743002310395, 2.59682310000062, 1.965762099949643]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.7,1000,exp,4,6,54,5,343.75214060000144,344.75106939999387,344.75106939999387,344.7675800998695,space,0.36067979992367327,345.8328018898377,,346.1332379998639,346.1332379998639,346.1332379998639,225,55,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912, 2.2978511000983417, 2.0977171000558883, 3.0635740000288934, 1.698120400076732, 3.0648470998276025, 1.7811362999491394, 4.011464399984106, 5.6942970000673085, 3.012970400042832, 5.045170099940151, 3.213024399941787, 1.7143823998048902, 2.396867100149393, 1.7981697001960129, 2.596818400081247, 1.9657572000287473, 2.947928100125864]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854, 2.2978555001318455, 2.0977221000939608, 3.063579000066966, 1.6981250999961048, 3.0648534998763353, 1.781141199870035, 4.011469200020656, 5.694302000105381, 3.012976599857211, 5.045174999861047, 3.2130295999813825, 1.7143869998399168, 2.396871800068766, 1.7981743002310395, 2.59682310000062, 1.965762099949643, 2.947932899929583]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.4,400,unexp,4,7,55,1,349.0797895998694,350.07865959987976,350.07865959987976,350.07865959987976,space,0.5216429999563843,351.02798748991916,,351.3276433998253,351.3276433998253,351.3276433998253,250,56,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912, 2.2978511000983417, 2.0977171000558883, 3.0635740000288934, 1.698120400076732, 3.0648470998276025, 1.7811362999491394, 4.011464399984106, 5.6942970000673085, 3.012970400042832, 5.045170099940151, 3.213024399941787, 1.7143823998048902, 2.396867100149393, 1.7981697001960129, 2.596818400081247, 1.9657572000287473, 2.947928100125864, 4.477305599953979]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854, 2.2978555001318455, 2.0977221000939608, 3.063579000066966, 1.6981250999961048, 3.0648534998763353, 1.781141199870035, 4.011469200020656, 5.694302000105381, 3.012976599857211, 5.045174999861047, 3.2130295999813825, 1.7143869998399168, 2.396871800068766, 1.7981743002310395, 2.59682310000062, 1.965762099949643, 2.947932899929583, 4.477312000002712]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.1,1000,exp,4,8,56,9,355.806351599982,356.8055655998178,356.8055655998178,356.8055655998178,space,0.40625080023892224,357.338218389987,,357.6382334998343,357.6382334998343,357.6382334998343,250,57,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912, 2.2978511000983417, 2.0977171000558883, 3.0635740000288934, 1.698120400076732, 3.0648470998276025, 1.7811362999491394, 4.011464399984106, 5.6942970000673085, 3.012970400042832, 5.045170099940151, 3.213024399941787, 1.7143823998048902, 2.396867100149393, 1.7981697001960129, 2.596818400081247, 1.9657572000287473, 2.947928100125864, 4.477305599953979, 3.8280937001109123]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854, 2.2978555001318455, 2.0977221000939608, 3.063579000066966, 1.6981250999961048, 3.0648534998763353, 1.781141199870035, 4.011469200020656, 5.694302000105381, 3.012976599857211, 5.045174999861047, 3.2130295999813825, 1.7143869998399168, 2.396871800068766, 1.7981743002310395, 2.59682310000062, 1.965762099949643, 2.947932899929583, 4.477312000002712, 3.828098800033331]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.1,1000,exp,4,9,57,3,361.4675206998363,362.4667481998913,362.4667481998913,362.4667481998913,space,0.453718300210312,363.04931768982203,363.3494066998828,363.3494066998828,363.3494066998828,363.3494066998828,250,58,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912, 2.2978511000983417, 2.0977171000558883, 3.0635740000288934, 1.698120400076732, 3.0648470998276025, 1.7811362999491394, 4.011464399984106, 5.6942970000673085, 3.012970400042832, 5.045170099940151, 3.213024399941787, 1.7143823998048902, 2.396867100149393, 1.7981697001960129, 2.596818400081247, 1.9657572000287473, 2.947928100125864, 4.477305599953979, 3.8280937001109123, 1.9308597999624908]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854, 2.2978555001318455, 2.0977221000939608, 3.063579000066966, 1.6981250999961048, 3.0648534998763353, 1.781141199870035, 4.011469200020656, 5.694302000105381, 3.012976599857211, 5.045174999861047, 3.2130295999813825, 1.7143869998399168, 2.396871800068766, 1.7981743002310395, 2.59682310000062, 1.965762099949643, 2.947932899929583, 4.477312000002712, 3.828098800033331, 1.9308661001268774]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.4,1000,exp,4,10,58,4,365.28059809980914,366.2798654998187,366.2798654998187,366.2798654998187,space,0.8819061000831425,367.57844918987246,367.8782083999831,367.8782083999831,367.8782083999831,367.8782083999831,250,59,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912, 2.2978511000983417, 2.0977171000558883, 3.0635740000288934, 1.698120400076732, 3.0648470998276025, 1.7811362999491394, 4.011464399984106, 5.6942970000673085, 3.012970400042832, 5.045170099940151, 3.213024399941787, 1.7143823998048902, 2.396867100149393, 1.7981697001960129, 2.596818400081247, 1.9657572000287473, 2.947928100125864, 4.477305599953979, 3.8280937001109123, 1.9308597999624908, 1.3980326000601053]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854, 2.2978555001318455, 2.0977221000939608, 3.063579000066966, 1.6981250999961048, 3.0648534998763353, 1.781141199870035, 4.011469200020656, 5.694302000105381, 3.012976599857211, 5.045174999861047, 3.2130295999813825, 1.7143869998399168, 2.396871800068766, 1.7981743002310395, 2.59682310000062, 1.965762099949643, 2.947932899929583, 4.477312000002712, 3.828098800033331, 1.9308661001268774, 1.3980388999916613]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
0.4,1000,exp,4,11,59,10,369.27678009984083,370.2760024999734,370.2760024999734,370.29233829979785,space,0.7508235001005232,371.4577241898281,371.7576836999506,371.7576836999506,371.7576836999506,371.7576836999506,100,60,"[5.9602209001313895, 5.694470200221986, 8.424653200199828, 4.594928100006655, 9.723627500003204, 2.8801241000182927, 5.328104899963364, 3.978919600136578, 4.311660299776122, 5.194697899976745, 2.0644702999852598, 2.8799279001541436, 4.595491799991578, 8.407475000014529, 4.645067299949005, 3.9457739000208676, 4.279125300003216, 3.0132221998646855, 3.0631373999640346, 2.197676599957049, 3.1127887000329792, 2.6806015998590738, 2.3637273001950234, 1.914963300107047, 1.8149623998906463, 2.0469055001158267, 3.712335799820721, 1.9981402000412345, 3.063949399860576, 6.477211699821055, 3.113106400007382, 2.9296824000775814, 4.429023599950597, 2.130865199957043, 2.0140315999742597, 2.430454900022596, 1.6645373001229018, 4.478794499998912, 2.2978511000983417, 2.0977171000558883, 3.0635740000288934, 1.698120400076732, 3.0648470998276025, 1.7811362999491394, 4.011464399984106, 5.6942970000673085, 3.012970400042832, 5.045170099940151, 3.213024399941787, 1.7143823998048902, 2.396867100149393, 1.7981697001960129, 2.596818400081247, 1.9657572000287473, 2.947928100125864, 4.477305599953979, 3.8280937001109123, 1.9308597999624908, 1.3980326000601053, 1.7812453000806272]","[5.960225699935108, 5.69447880005464, 8.42465820000507, 4.594938900088891, 9.723632899811491, 2.880129999946803, 5.32811119989492, 3.978924500057474, 4.311667199945077, 5.194703500019386, 2.0644753000233322, 2.879933000076562, 4.5954971997998655, 8.407480099936947, 4.645073899999261, 3.945778700057417, 4.27913079992868, 3.013227299787104, 3.063142499886453, 2.1976807999890298, 3.1127939000725746, 2.6806063998956233, 2.363732500001788, 1.9149680000264198, 1.814967199927196, 2.0469104999210685, 3.7123413998633623, 1.998145200079307, 3.0639541000127792, 6.477216799976304, 3.1131114999298006, 2.929687599884346, 4.429033399792388, 2.1308697999920696, 2.014037200016901, 2.4304605999495834, 1.6645420000422746, 4.478799799922854, 2.2978555001318455, 2.0977221000939608, 3.063579000066966, 1.6981250999961048, 3.0648534998763353, 1.781141199870035, 4.011469200020656, 5.694302000105381, 3.012976599857211, 5.045174999861047, 3.2130295999813825, 1.7143869998399168, 2.396871800068766, 1.7981743002310395, 2.59682310000062, 1.965762099949643, 2.947932899929583, 4.477312000002712, 3.828098800033331, 1.9308661001268774, 1.3980388999916613, 1.78125]",929845,001,2022-11-04_12h02.21.094,intentional_binding,2022.2.4,60.06247694682845,
